Gap,Tone,tGap,Key,RT,source_file
120,2,120,C,446,sree 1.1.csv
90,2,90,C,449,sree 1.1.csv
420,2,420,C,480,sree 1.1.csv
470,2,470,C,444,sree 1.1.csv
210,2,210,C,504,sree 1.1.csv
340,2,340,C,447,sree 1.1.csv
280,2,280,C,431,sree 1.1.csv
430,2,430,C,438,sree 1.1.csv
290,1,290,M,427,sree 1.1.csv
70,2,70,C,536,sree 1.1.csv
160,2,160,C,430,sree 1.1.csv
480,2,480,C,500,sree 1.1.csv
250,2,250,C,489,sree 1.1.csv
450,2,450,C,480,sree 1.1.csv
60,2,60,C,613,sree 1.1.csv
290,2,290,C,615,sree 1.1.csv
410,2,410,C,603,sree 1.1.csv
80,1,80,M,410,sree 1.1.csv
320,2,320,C,615,sree 1.1.csv
380,2,380,C,457,sree 1.1.csv
70,1,70,M,673,sree 1.1.csv
370,1,370,M,553,sree 1.1.csv
440,1,440,C,632,sree 1.1.csv
220,1,220,M,596,sree 1.1.csv
110,1,110,C,550,sree 1.1.csv
410,1,410,M,1192,sree 1.1.csv
370,2,370,C,392,sree 1.1.csv
250,1,250,M,523,sree 1.1.csv
380,1,380,C,390,sree 1.1.csv
80,2,80,M,334,sree 1.1.csv
100,1,100,M,383,sree 1.1.csv
390,1,390,M,498,sree 1.1.csv
200,1,200,M,519,sree 1.1.csv
240,1,240,M,485,sree 1.1.csv
230,2,230,C,477,sree 1.1.csv
260,2,260,C,391,sree 1.1.csv
170,1,170,M,514,sree 1.1.csv
490,2,490,C,626,sree 1.1.csv
290,2,290,C,527,sree 1.3.csv
490,1,490,M,406,sree 1.3.csv
410,2,410,C,440,sree 1.3.csv
80,1,80,M,612,sree 1.3.csv
350,1,350,M,538,sree 1.3.csv
220,1,220,M,495,sree 1.3.csv
450,2,450,C,373,sree 1.3.csv
160,1,160,M,375,sree 1.3.csv
120,2,120,C,467,sree 1.3.csv
340,1,340,M,717,sree 1.3.csv
110,1,110,M,721,sree 1.3.csv
240,1,240,M,769,sree 1.3.csv
130,1,130,M,610,sree 1.3.csv
150,2,150,C,674,sree 1.3.csv
330,2,330,M,799,sree 1.3.csv
400,1,400,M,529,sree 1.3.csv
380,2,380,C,1157,sree 1.3.csv
400,2,400,C,519,sree 1.3.csv
70,1,70,M,528,sree 1.3.csv
250,1,250,C,471,sree 1.3.csv
370,1,370,C,687,sree 1.3.csv
260,1,260,C,548,sree 1.3.csv
170,2,170,C,597,sree 1.3.csv
300,2,300,C,633,sree 1.3.csv
210,1,210,M,448,sree 1.3.csv
50,1,50,M,530,sree 1.3.csv
80,2,80,C,654,sree 1.3.csv
310,2,310,C,416,sree 1.3.csv
210,2,210,C,389,sree 1.3.csv
420,2,420,C,448,sree 1.3.csv
370,2,370,C,416,sree 1.3.csv
100,2,100,C,429,sree 1.3.csv
290,1,290,M,398,sree 1.3.csv
70,2,70,C,443,sree 1.3.csv
500,1,500,M,522,sree 1.3.csv
360,1,360,M,541,sree 1.3.csv
480,2,480,C,563,sree 1.3.csv
380,1,380,M,636,sree 1.3.csv
270,1,270,M,582,sree 1.3.csv
430,1,430,M,564,sree 1.3.csv
460,2,460,C,411,sree 1.3.csv
160,2,160,C,376,sree 1.3.csv
140,2,140,C,443,sree 1.3.csv
300,1,300,M,495,sree 1.3.csv
470,1,470,M,625,sree 1.3.csv
310,1,310,M,550,sree 1.3.csv
230,1,230,M,596,sree 1.3.csv
140,1,140,M,549,sree 1.3.csv
440,1,440,M,715,sree 1.3.csv
440,2,440,C,406,sree 1.3.csv
110,2,110,C,472,sree 1.3.csv
360,2,360,C,472,sree 1.3.csv
90,2,90,C,415,sree 1.3.csv
150,1,150,M,527,sree 1.3.csv
320,2,320,C,470,sree 1.3.csv
420,1,420,M,554,sree 1.3.csv
280,1,280,M,418,sree 1.3.csv
450,1,450,M,418,sree 1.3.csv
390,2,390,C,365,sree 1.3.csv
270,2,270,C,374,sree 1.3.csv
170,1,170,M,467,sree 1.3.csv
460,1,460,C,341,sree 1.3.csv
430,2,430,C,673,sree 1.3.csv
190,1,190,C,449,sree 1.3.csv
220,2,220,M,2,sree 1.3.csv
330,1,330,M,371,sree 1.3.csv
410,1,410,M,446,sree 1.3.csv
390,1,390,M,556,sree 1.3.csv
120,1,120,M,790,sree 1.3.csv
490,2,490,C,706,sree 1.3.csv
60,1,60,M,485,sree 1.3.csv
240,2,240,C,520,sree 1.3.csv
340,2,340,C,508,sree 1.3.csv
470,2,470,C,442,sree 1.3.csv
480,1,480,M,425,sree 1.3.csv
500,2,500,C,565,sree 1.3.csv
90,1,90,M,382,sree 1.3.csv
50,2,50,C,576,sree 1.3.csv
200,2,200,C,404,sree 1.3.csv
250,2,250,C,450,sree 1.3.csv
230,2,230,C,929,sree 1.3.csv
200,1,200,M,509,sree 1.3.csv
280,2,280,C,484,sree 1.3.csv
190,2,190,C,535,sree 1.3.csv
320,1,320,M,444,sree 1.3.csv
60,2,60,C,734,sree 1.3.csv
350,2,350,C,519,sree 1.3.csv
180,2,180,C,520,sree 1.3.csv
180,1,180,M,415,sree 1.3.csv
260,2,260,C,517,sree 1.3.csv
130,2,130,C,460,sree 1.3.csv
100,1,100,M,479,sree 1.3.csv
450,1,450,M,479,sree 1.2.csv
390,2,390,C,479,sree 1.2.csv
170,2,170,C,468,sree 1.2.csv
120,1,120,M,474,sree 1.2.csv
80,2,80,C,489,sree 1.2.csv
460,2,460,C,433,sree 1.2.csv
70,1,70,M,474,sree 1.2.csv
290,1,290,M,481,sree 1.2.csv
410,2,410,C,559,sree 1.2.csv
130,2,130,C,533,sree 1.2.csv
60,1,60,M,533,sree 1.2.csv
400,2,400,C,400,sree 1.2.csv
360,2,360,C,545,sree 1.2.csv
50,1,50,M,520,sree 1.2.csv
400,1,400,M,597,sree 1.2.csv
490,2,490,C,479,sree 1.2.csv
90,1,90,M,511,sree 1.2.csv
220,1,220,M,628,sree 1.2.csv
150,2,150,C,485,sree 1.2.csv
260,2,260,C,488,sree 1.2.csv
190,1,190,M,471,sree 1.2.csv
350,1,350,M,546,sree 1.2.csv
50,2,50,C,491,sree 1.2.csv
220,2,220,C,512,sree 1.2.csv
100,2,100,C,453,sree 1.2.csv
470,2,470,C,655,sree 1.2.csv
430,2,430,C,492,sree 1.2.csv
90,2,90,M,1195,sree 1.2.csv
190,2,190,M,1061,sree 1.2.csv
490,1,490,M,598,sree 1.2.csv
150,1,150,M,570,sree 1.2.csv
200,1,200,M,580,sree 1.2.csv
300,2,300,C,523,sree 1.2.csv
270,2,270,C,486,sree 1.2.csv
370,2,370,C,437,sree 1.2.csv
110,2,110,C,904,sree 1.2.csv
380,2,380,C,522,sree 1.2.csv
390,1,390,M,422,sree 1.2.csv
300,1,300,M,417,sree 1.2.csv
310,1,310,M,479,sree 1.2.csv
140,2,140,C,477,sree 1.2.csv
160,2,160,C,471,sree 1.2.csv
230,2,230,C,635,sree 1.2.csv
280,1,280,M,672,sree 1.2.csv
120,2,120,C,471,sree 1.2.csv
110,1,110,M,526,sree 1.2.csv
250,2,250,C,456,sree 1.2.csv
80,1,80,M,509,sree 1.2.csv
60,2,60,C,443,sree 1.2.csv
100,1,100,M,486,sree 1.2.csv
500,1,500,M,758,sree 1.2.csv
200,2,200,C,518,sree 1.2.csv
450,2,450,C,481,sree 1.2.csv
210,2,210,C,523,sree 1.2.csv
180,2,180,C,600,sree 1.2.csv
230,1,230,M,527,sree 1.2.csv
420,2,420,C,571,sree 1.2.csv
420,1,420,M,616,sree 1.2.csv
270,1,270,M,806,sree 1.2.csv
500,2,500,C,646,sree 1.2.csv
320,2,320,C,533,sree 1.2.csv
380,1,380,M,429,sree 1.2.csv
370,1,370,M,532,sree 1.2.csv
330,1,330,M,671,sree 1.2.csv
180,1,180,M,536,sree 1.2.csv
240,2,240,C,490,sree 1.2.csv
260,1,260,M,786,sree 1.2.csv
470,1,470,M,726,sree 1.2.csv
480,2,480,C,469,sree 1.2.csv
140,1,140,M,505,sree 1.2.csv
350,2,350,C,417,sree 1.2.csv
460,1,460,M,397,sree 1.2.csv
170,1,170,M,576,sree 1.2.csv
430,1,430,M,573,sree 1.2.csv
440,1,440,M,585,sree 1.2.csv
480,1,480,M,460,sree 1.2.csv
360,1,360,M,546,sree 1.2.csv
340,2,340,C,433,sree 1.2.csv
280,2,280,C,391,sree 1.2.csv
330,2,330,C,439,sree 1.2.csv
290,2,290,C,451,sree 1.2.csv
70,2,70,C,463,sree 1.2.csv
440,2,440,C,440,sree 1.2.csv
210,1,210,M,560,sree 1.2.csv
250,1,250,C,560,sree 1.2.csv
340,1,340,M,590,sree 1.2.csv
410,1,410,M,475,sree 1.2.csv
130,1,130,M,565,sree 1.2.csv
310,2,310,C,456,sree 1.2.csv
160,1,160,M,550,sree 1.2.csv
320,1,320,M,432,sree 1.2.csv
240,1,240,M,540,sree 1.2.csv
